amount,n_daily_txns,velocity_spike,high_risk_country,below_ctr_threshold,label,ml_suspicion_score
772.0486898439575,1,0,0,0,0,0.0041082981042563915
455.70589442712526,3,0,0,0,0,0.0041082981042563915
3388.080640703775,2,0,0,0,0,0.0041082981042563915
8621.022184724106,9,1,0,0,0,0.03328726440668106
2074.4905877621754,3,0,0,0,0,0.0041082981042563915
501.489999505949,1,0,0,0,0,0.0041082981042563915
580.206872631813,1,0,0,0,0,0.0041082981042563915
322.9913967632705,1,0,0,0,0,0.0041082981042563915
852.371633937111,3,0,0,0,0,0.0041082981042563915
9317.96786542749,9,1,0,0,0,0.4772148132324219
545.1546802794112,3,0,0,0,0,0.0041082981042563915
2740.518848867123,2,0,0,0,0,0.0041082981042563915
1178.542250991621,3,0,0,0,0,0.0041082981042563915
203.79818773603512,3,0,0,0,0,0.0041082981042563915
5520.422530108493,1,0,0,0,0,0.0041082981042563915
9054.606567402949,9,1,0,0,0,0.8796578645706177
2212.0249635503815,2,0,0,0,0,0.0041082981042563915
7610.096735691342,1,0,0,0,0,0.0041082981042563915
249.5011407773389,1,0,0,0,0,0.0041082981042563915
277.301175479489,2,0,0,0,0,0.0041082981042563915
1041.9017084728303,3,0,0,0,0,0.0041082981042563915
840.6380678646909,3,0,0,0,0,0.0041082981042563915
371.5088932420683,1,0,0,0,0,0.0041082981042563915
628.7967302710612,3,0,0,0,0,0.0041082981042563915
1960.1515983487263,1,0,0,0,0,0.0041082981042563915
763.741608014586,3,0,0,0,0,0.0041082981042563915
895.9788023563082,3,0,0,0,0,0.0041082981042563915
8838.667507917256,9,1,0,0,0,0.8796578645706177
9079.12584437755,9,1,0,0,0,0.8933968544006348
1693.2815039727138,2,0,0,0,0,0.0041082981042563915
9795.341106959895,9,1,0,0,0,0.2785716950893402
315.9323828599283,2,0,0,0,0,0.0041082981042563915
1621.7557861549556,3,0,0,0,0,0.0041082981042563915
8589.676681638632,9,1,0,0,0,0.03328726440668106
9476.852532434556,9,1,0,0,0,0.9177963137626648
9095.452718907763,9,1,0,0,0,0.8933968544006348
337.5441703583841,3,0,0,0,0,0.0041082981042563915
2139.496966728434,3,0,0,0,0,0.0041082981042563915
1609.014426664527,1,0,0,0,0,0.0041082981042563915
2681.719114559299,2,0,0,0,0,0.0041082981042563915
210.2381323464038,1,0,0,0,0,0.0041082981042563915
8821.275277879626,9,1,0,0,0,0.8796578645706177
170.7438693319043,2,0,0,0,0,0.0041082981042563915
2535.450387493068,2,0,0,0,0,0.0041082981042563915
1140.147828268634,2,0,0,0,0,0.0041082981042563915
9902.87527891461,9,1,0,0,0,0.9038791656494141
343.065189948378,2,0,0,0,0,0.0041082981042563915
184.26756708801926,2,0,0,0,0,0.0041082981042563915
840.1769378816068,2,0,0,0,0,0.0041082981042563915
570.8256693005386,3,0,0,0,0,0.0041082981042563915
355.03601502642164,2,0,0,0,0,0.0041082981042563915
4062.4872365490955,2,0,0,0,0,0.0041082981042563915
397.9325957618623,3,0,0,0,0,0.0041082981042563915
639.8467422111559,1,0,0,0,0,0.0041082981042563915
2556.984685027884,1,0,0,0,0,0.0041082981042563915
1406.3982882296489,1,0,0,0,0,0.0041082981042563915
1554.2927438566714,2,0,0,0,0,0.0041082981042563915
2049.9904097839426,3,0,0,0,0,0.0041082981042563915
1687.1921947665,1,0,0,0,0,0.0041082981042563915
389.52259969823103,2,0,0,0,0,0.0041082981042563915
360.53481563168236,3,0,0,0,0,0.0041082981042563915
6883.713431859182,2,0,0,0,0,0.0041082981042563915
1309.4940426910243,3,0,0,0,0,0.0041082981042563915
784.8901939220191,1,0,0,0,0,0.0041082981042563915
444.5545732631103,3,0,0,0,0,0.0041082981042563915
733.63191150803,2,0,0,0,0,0.0041082981042563915
973.9516618206608,3,0,0,0,0,0.0041082981042563915
924.8137989676189,2,0,0,0,0,0.0041082981042563915
2424.4191167670733,3,0,0,0,0,0.0041082981042563915
407.6715721284191,1,0,0,0,0,0.0041082981042563915
642.9710896909614,2,0,0,0,0,0.0041082981042563915
4170.47132640371,3,0,0,0,0,0.0041082981042563915
1250.198760487865,2,0,0,0,0,0.0041082981042563915
1202.4623099768398,2,0,0,0,0,0.0041082981042563915
1846.7216328881107,3,0,0,0,0,0.0041082981042563915
928.0374335886332,1,0,0,0,0,0.0041082981042563915
3019.105329050469,2,0,0,0,0,0.0041082981042563915
8781.226329854786,9,1,0,0,0,0.9175286889076233
4776.636768834757,3,0,0,0,0,0.0041082981042563915
1397.5790815105915,3,0,0,0,0,0.0041082981042563915
974.9528828761163,2,0,0,0,0,0.0041082981042563915
570.1238169350333,1,0,0,0,0,0.0041082981042563915
704.4830617474438,2,0,0,0,0,0.0041082981042563915
747.5585865611702,2,0,0,0,0,0.0041082981042563915
906.2805740611228,2,0,0,0,0,0.0041082981042563915
1173.304105453475,2,0,0,0,0,0.0041082981042563915
9126.011319688414,9,1,0,0,0,0.8933968544006348
2322.620134694596,2,0,0,0,0,0.0041082981042563915
1399.8276333366832,2,0,0,0,0,0.0041082981042563915
1109.2352085844645,2,0,0,0,0,0.0041082981042563915
9450.717416516125,9,1,0,0,0,0.4772148132324219
339.8258808116876,3,0,0,0,0,0.0041082981042563915
2223.526306269159,2,0,0,0,0,0.0041082981042563915
961.9027454143653,1,0,0,0,0,0.0041082981042563915
8781.667464975679,9,1,1,1,1,1.0
1694.0616563723147,1,0,0,0,0,0.0041082981042563915
486.00906294039316,1,0,0,0,0,0.0041082981042563915
141.1506696552255,3,0,0,0,0,0.0041082981042563915
9137.044099113486,9,1,0,0,0,0.8933968544006348
1387.7629876517362,3,0,0,0,0,0.0041082981042563915
1716.1071446788058,2,0,0,0,0,0.0041082981042563915
1285.0330168895634,1,0,0,0,0,0.0041082981042563915
331.6765856119419,2,0,0,0,0,0.0041082981042563915
382.6426363696051,2,0,0,0,0,0.0041082981042563915
762.7620743046149,2,0,0,0,0,0.0041082981042563915
3342.8948915721935,2,0,0,0,0,0.0041082981042563915
9021.503262859133,9,1,0,0,0,0.8796578645706177
813.0034036860411,3,0,0,0,0,0.0041082981042563915
427.89502810999153,3,0,0,0,0,0.0041082981042563915
2323.5907116898584,2,0,0,0,0,0.0041082981042563915
2794.887475218425,3,0,0,0,0,0.0041082981042563915
8709.295857614501,9,1,0,0,0,0.6993576288223267
298.2167267477645,1,0,0,0,0,0.0041082981042563915
766.6139207997835,2,0,0,0,0,0.0041082981042563915
3246.3514192028174,1,0,0,0,0,0.0041082981042563915
404.541032902608,1,0,0,0,0,0.0041082981042563915
9261.781179252588,9,1,1,1,1,1.0
605.2246114952718,1,0,0,0,0,0.0041082981042563915
9222.163563491895,9,1,0,0,0,0.9168692231178284
191.60079466054933,3,0,0,0,0,0.0041082981042563915
1281.042306712191,2,0,0,0,0,0.0041082981042563915
1574.8603078990986,1,0,0,0,0,0.0041082981042563915
2781.757570021957,1,0,0,0,0,0.0041082981042563915
220.90670408869317,1,0,0,0,0,0.0041082981042563915
2841.4042214765523,3,0,0,0,0,0.0041082981042563915
9691.33108706794,9,1,0,0,0,0.2785716950893402
229.11886449490945,1,0,0,0,0,0.0041082981042563915
5441.330522685851,1,0,0,0,0,0.0041082981042563915
1445.5919625593972,3,0,0,0,0,0.0041082981042563915
758.8097166108738,2,0,0,0,0,0.0041082981042563915
9167.079066226135,9,1,0,0,0,0.9168692231178284
8751.501188653861,3,0,0,0,0,0.1159508228302002
467.2928142523232,2,0,0,0,0,0.0041082981042563915
2086.674218875814,3,0,0,0,0,0.0041082981042563915
593.4916818930963,3,0,0,0,0,0.0041082981042563915
565.7057456088817,2,0,0,0,0,0.0041082981042563915
1863.2260608190402,2,0,0,0,0,0.0041082981042563915
2684.326082540709,1,0,0,0,0,0.0041082981042563915
803.9330735042712,1,0,0,0,0,0.0041082981042563915
645.8456689159411,2,0,0,0,0,0.0041082981042563915
6200.043613289313,2,0,0,0,0,0.0041082981042563915
291.0826601286888,1,0,0,0,0,0.0041082981042563915
516.5169384880763,3,0,0,0,0,0.0041082981042563915
1221.555645045066,2,0,0,0,0,0.0041082981042563915
615.5161060114343,1,0,0,0,0,0.0041082981042563915
7164.149357352957,2,0,0,0,0,0.0041082981042563915
9661.586947168611,9,1,0,0,0,0.9177963137626648
946.2164229220535,2,0,0,0,0,0.0041082981042563915
662.5143768889643,2,0,0,0,0,0.0041082981042563915
1286.9001403671052,1,0,0,0,0,0.0041082981042563915
9426.06557384987,9,1,0,0,0,0.4772148132324219
436.6577040285003,2,0,0,0,0,0.0041082981042563915
1726.6969401009126,2,0,0,0,0,0.0041082981042563915
1133.178837596835,3,0,0,0,0,0.0041082981042563915
8677.480225684825,9,1,0,0,0,0.6993576288223267
799.3168358527449,2,0,0,0,0,0.0041082981042563915
6424.858676075067,2,0,0,0,0,0.0041082981042563915
6334.024066727927,2,0,0,0,0,0.0041082981042563915
1109.2632017194167,1,0,0,0,0,0.0041082981042563915
9350.604722210435,9,1,0,0,0,0.4772148132324219
1201.7332614204865,2,0,0,0,0,0.0041082981042563915
26340.25560645093,3,0,0,0,0,0.017227690666913986
448.93107960222164,3,0,0,0,0,0.0041082981042563915
9501.827780451935,9,1,0,0,0,0.9177963137626648
1406.7482612490057,2,0,0,0,0,0.0041082981042563915
9561.05799770777,9,1,0,0,0,0.9177963137626648
98.50211639591149,2,0,0,0,0,0.0041082981042563915
1682.2550108018756,2,0,0,0,0,0.0041082981042563915
1404.8220249474782,1,0,0,0,0,0.0041082981042563915
651.5874310287463,2,0,0,0,0,0.0041082981042563915
245.5158015911575,1,0,0,0,0,0.0041082981042563915
1669.3483150213838,1,0,0,0,0,0.0041082981042563915
1103.606864434469,2,0,0,0,0,0.0041082981042563915
467.1996346157132,1,0,0,0,0,0.0041082981042563915
9417.719291882335,9,1,0,0,0,0.4772148132324219
585.1884407338548,3,0,0,0,0,0.0041082981042563915
1130.7444415140446,3,0,0,0,0,0.0041082981042563915
804.8480165522564,3,0,0,0,0,0.0041082981042563915
3184.276013256377,1,0,0,0,0,0.0041082981042563915
2601.4597628269853,3,0,0,0,0,0.0041082981042563915
1384.2005339267464,3,0,0,0,0,0.0041082981042563915
1624.2922610972366,1,0,0,0,0,0.0041082981042563915
5591.131426930455,3,0,0,0,0,0.0041082981042563915
2980.434120502153,1,0,0,0,0,0.0041082981042563915
304.5790907480105,2,0,0,0,0,0.0041082981042563915
1437.0436182142537,3,0,0,0,0,0.0041082981042563915
878.1147702362475,3,0,0,0,0,0.0041082981042563915
75.72933234994593,1,0,0,0,0,0.0041082981042563915
1701.1957734590767,2,0,0,0,0,0.0041082981042563915
1132.4148580157387,3,0,0,0,0,0.0041082981042563915
358.746455544751,1,0,0,0,0,0.0041082981042563915
9700.074847390102,9,1,0,0,0,0.2785716950893402
1487.2991152886025,2,0,0,0,0,0.0041082981042563915
1172.0924108295246,3,0,0,0,0,0.0041082981042563915
112.08552036727751,1,0,0,0,0,0.0041082981042563915
450.8806574100156,2,0,0,0,0,0.0041082981042563915
4142.109965269902,3,0,0,0,0,0.0041082981042563915
851.1789862292617,1,0,0,0,0,0.0041082981042563915
2889.959797979132,2,0,0,0,0,0.0041082981042563915
2212.6664954272046,3,0,0,0,0,0.0041082981042563915
695.7681727077555,2,0,0,0,0,0.0041082981042563915
1566.9260656596396,2,0,0,0,0,0.0041082981042563915
8535.931562936405,9,1,0,0,0,0.03328726440668106
851.9115149104572,2,0,0,0,0,0.0041082981042563915
8928.784905458753,9,1,0,0,0,0.8796578645706177
9806.24222102508,9,1,0,0,0,0.2785716950893402
2133.214143688378,1,0,0,0,0,0.0041082981042563915
8616.076691805396,9,1,0,0,0,0.03328726440668106
1365.6455160475973,1,0,0,0,0,0.0041082981042563915
380.4915304381666,2,0,0,0,0,0.0041082981042563915
5288.843614035661,3,0,0,0,0,0.0041082981042563915
9015.867476016958,9,1,0,0,0,0.8796578645706177
905.6887238674335,1,0,0,0,0,0.0041082981042563915
1277.3750538670267,2,0,0,0,0,0.0041082981042563915
276.80515647223797,3,0,0,0,0,0.0041082981042563915
6169.358953427337,2,0,0,0,0,0.0041082981042563915
787.2232087021727,3,0,0,0,0,0.0041082981042563915
227.68423716541463,3,0,0,0,0,0.0041082981042563915
486.4134121968587,1,0,0,0,0,0.0041082981042563915
1913.2017810850352,1,0,0,0,0,0.0041082981042563915
717.9453080676125,1,0,0,0,0,0.0041082981042563915
1509.298517303418,2,0,0,0,0,0.0041082981042563915
397.1924479578314,2,0,0,0,0,0.0041082981042563915
387.39934524402474,2,0,0,0,0,0.0041082981042563915
2536.3699994111375,1,0,0,0,0,0.0041082981042563915
1656.9479613559004,2,0,0,0,0,0.0041082981042563915
474.63049493764686,3,0,0,0,0,0.0041082981042563915
4728.882956798925,2,0,0,0,0,0.0041082981042563915
520.037925904432,3,0,0,0,0,0.0041082981042563915
5813.206617561743,2,0,0,0,0,0.0041082981042563915
1052.8304403554741,3,0,0,0,0,0.0041082981042563915
1006.1629827054229,1,0,0,0,0,0.0041082981042563915
1659.7286983686452,1,0,0,0,0,0.0041082981042563915
321.949350385579,2,0,0,0,0,0.0041082981042563915
1246.1828063684475,2,0,0,0,0,0.0041082981042563915
459.87409805277423,1,0,0,0,0,0.0041082981042563915
9223.924645818204,9,1,0,0,0,0.9168692231178284
1802.9162000408467,1,0,0,0,0,0.0041082981042563915
1541.9319281837224,1,0,0,0,0,0.0041082981042563915
363.6745237891622,1,0,0,0,0,0.0041082981042563915
379.0187166411248,2,0,0,0,0,0.0041082981042563915
723.8923835415789,3,0,0,0,0,0.0041082981042563915
797.0308637840966,3,0,0,0,0,0.0041082981042563915
528.9617707620131,1,0,0,0,0,0.0041082981042563915
876.6792439567388,2,0,0,0,0,0.0041082981042563915
4289.228804081714,1,0,0,0,0,0.0041082981042563915
293.8794910560244,3,0,0,0,0,0.0041082981042563915
2069.6834395567344,2,0,0,0,0,0.0041082981042563915
8842.73975839051,9,1,1,1,1,1.0
175.75556142638388,3,0,0,0,0,0.0041082981042563915
2403.8911997132172,2,0,0,0,0,0.0041082981042563915
5093.680801911009,1,0,0,0,0,0.0041082981042563915
1887.7751933653994,1,0,0,0,0,0.0041082981042563915
643.259135291297,3,0,0,0,0,0.0041082981042563915
2540.9876866925383,2,0,0,0,0,0.0041082981042563915
585.4685480923654,1,0,0,0,0,0.0041082981042563915
832.8534936883165,1,0,0,0,0,0.0041082981042563915
275.2881823058559,1,0,0,0,0,0.0041082981042563915
3314.272328934238,3,0,0,0,0,0.0041082981042563915
4172.147206992372,2,0,0,0,0,0.0041082981042563915
9944.406288421009,9,1,0,0,0,0.2062346190214157
714.5637222850002,2,0,0,0,0,0.0041082981042563915
907.5563510785476,2,0,0,0,0,0.0041082981042563915
9061.321440736958,9,1,0,0,0,0.8796578645706177
916.693683576053,1,0,0,0,0,0.0041082981042563915
158.0895997595826,1,0,0,0,0,0.0041082981042563915
1629.3458177364266,1,0,0,0,0,0.0041082981042563915
8594.612638885103,9,1,0,0,0,0.03328726440668106
3481.8256111080564,1,0,0,0,0,0.0041082981042563915
2061.704250532964,1,0,0,0,0,0.0041082981042563915
313.6735470131172,3,0,0,0,0,0.0041082981042563915
1250.7339485242492,1,0,0,0,0,0.0041082981042563915
8733.480748790895,9,1,0,0,0,0.6993576288223267
9972.23430018045,9,1,0,0,0,0.2062346190214157
1757.3082652064438,2,0,0,0,0,0.0041082981042563915
2127.4215178406125,1,0,0,0,0,0.0041082981042563915
8645.118413808152,9,1,0,0,0,0.8673214316368103
418.3680534008845,1,0,0,0,0,0.0041082981042563915
1259.2120309523423,2,0,0,0,0,0.0041082981042563915
5243.3611979786765,3,0,0,0,0,0.0041082981042563915
9817.266666054027,9,1,0,0,0,0.2785716950893402
2639.778526930997,1,0,0,0,0,0.0041082981042563915
1162.4374515962213,1,0,0,0,0,0.0041082981042563915
1615.990145954498,1,0,0,0,0,0.0041082981042563915
345.0372353418744,1,0,0,0,0,0.0041082981042563915
8736.127488634902,9,1,0,0,0,0.6993576288223267
481.90643777565,3,0,0,0,0,0.0041082981042563915
748.6429038931738,2,0,0,0,0,0.0041082981042563915
784.5536599414639,3,0,0,0,0,0.0041082981042563915
1136.3498029167044,3,0,0,0,0,0.0041082981042563915
994.97081153391,2,0,0,0,0,0.0041082981042563915
684.3539075762768,2,0,0,0,0,0.0041082981042563915
941.5029369671645,3,0,0,0,0,0.0041082981042563915
3192.2189704728494,2,0,0,0,0,0.0041082981042563915
4597.2542707792445,3,0,0,0,0,0.0041082981042563915
3608.8446302863704,3,0,0,0,0,0.0041082981042563915
1171.4888000605963,1,0,0,0,0,0.0041082981042563915
727.1063617967353,1,0,0,0,0,0.0041082981042563915
1342.523313316596,2,0,0,0,0,0.0041082981042563915
185.86822229905084,1,0,0,0,0,0.0041082981042563915
5491.391674550483,2,0,0,0,0,0.0041082981042563915
370.7811245634252,1,0,0,0,0,0.0041082981042563915
9669.024895964596,9,1,0,0,0,0.9177963137626648
888.3004102713883,1,0,0,0,0,0.0041082981042563915
1631.0696482497797,3,0,0,0,0,0.0041082981042563915
390.62082382368993,1,0,0,0,0,0.0041082981042563915
693.2042681975006,3,0,0,0,0,0.0041082981042563915
2471.5512965312164,3,0,0,0,0,0.0041082981042563915
1917.06175950501,1,0,0,0,0,0.0041082981042563915
5319.269476238713,1,0,0,0,0,0.0041082981042563915
2481.89054977806,2,0,0,0,0,0.0041082981042563915
9088.33461666315,9,1,0,0,0,0.8933968544006348
9962.870413011477,9,1,0,0,0,0.2062346190214157
3217.1146244834495,3,0,0,0,0,0.0041082981042563915
700.2488640773784,1,0,0,0,0,0.0041082981042563915
1736.081379504983,2,0,0,0,0,0.0041082981042563915
482.3226655944074,1,0,0,0,0,0.0041082981042563915
20031.61729911824,1,0,0,0,0,0.017227690666913986
742.1386240159893,2,0,0,0,0,0.0041082981042563915
8744.924158524032,9,1,0,0,0,0.9175286889076233
709.522725972449,3,0,0,0,0,0.0041082981042563915
11244.710287019867,2,0,0,0,0,0.017227690666913986
556.5380598518383,1,0,0,0,0,0.0041082981042563915
1264.491995690444,1,0,0,0,0,0.0041082981042563915
258.2536252386914,3,0,0,0,0,0.0041082981042563915
375.353023289068,3,0,0,0,0,0.0041082981042563915
1425.1549335265584,2,0,0,0,0,0.0041082981042563915
108.84192098334152,3,0,0,0,0,0.0041082981042563915
431.1182092885469,1,0,0,0,0,0.0041082981042563915
1178.6553192546357,3,0,0,0,0,0.0041082981042563915
4136.834381855799,1,0,0,0,0,0.0041082981042563915
650.2008426340726,1,0,0,0,0,0.0041082981042563915
470.75555473937754,1,0,0,0,0,0.0041082981042563915
299.9235689185491,3,0,0,0,0,0.0041082981042563915
718.1666807197973,2,0,0,0,0,0.0041082981042563915
